country,year,coal_consumption,hydro_consumption,oil_consumption,nuclear_consumption,gas_consumption
Bulgaria,1971,92.075,6.417,116.629,0.0,2.876
Bulgaria,1972,94.901,6.195,121.285,0.0,1.938
Bulgaria,1973,95.633,7.599,127.888,0.0,1.952
Bulgaria,1974,94.005,6.151,132.987,2.633,4.254
Bulgaria,1975,98.553,7.253,140.961,7.247,11.299
Bulgaria,1976,91.865,8.735,146.486,14.156,19.761
Bulgaria,1977,91.493,10.435,152.287,16.696,25.215
Bulgaria,1978,97.552,8.602,156.798,16.77,26.9
Bulgaria,1979,100.588,9.791,161.56,17.536,28.779
Bulgaria,1980,105.507,10.979,165.021,17.493,36.991
Bulgaria,1981,107.136,10.698,147.086,25.875,40.239
Bulgaria,1982,112.555,9.019,142.532,30.492,44.528
Bulgaria,1983,112.125,9.915,137.646,34.953,46.79
Bulgaria,1984,112.299,9.64,132.179,36.136,49.195
Bulgaria,1985,117.207,6.615,122.139,37.259,53.658
Bulgaria,1986,120.475,6.878,128.747,34.249,53.285
Bulgaria,1987,120.37,7.502,123.712,35.287,59.423
Bulgaria,1988,112.136,7.676,131.346,45.485,57.724
Bulgaria,1989,114.451,7.957,128.125,41.331,59.423
Bulgaria,1990,96.058,4.82,118.901,41.612,63.017
Bulgaria,1991,85.862,6.706,79.4,37.41,53.22
Bulgaria,1992,90.289,5.627,71.275,32.779,47.121
Bulgaria,1993,97.21,5.284,77.613,39.649,43.846
Bulgaria,1994,88.991,3.832,73.341,43.513,43.863
Bulgaria,1995,89.002,6.428,75.311,48.978,52.939
Bulgaria,1996,88.623,8.54,69.351,51.308,54.084
Bulgaria,1997,101.055,8.055,54.519,50.369,43.147
Bulgaria,1998,96.249,9.072,57.887,47.951,36.101
Bulgaria,1999,79.253,8.078,53.774,44.872,31.278
Bulgaria,2000,73.194,7.78,50.755,51.58,34.068
Bulgaria,2001,83.428,4.85,52.528,55.122,28.639
Bulgaria,2002,76.83,6.176,52.799,56.64,25.393
Bulgaria,2003,86.018,8.686,55.726,48.089,26.833
Bulgaria,2004,82.196,9.045,53.975,46.497,26.199
Bulgaria,2005,80.51,12.305,59.34,51.253,32.664
Bulgaria,2006,81.75,11.988,60.025,53.224,33.657
Bulgaria,2007,91.97,8.002,58.885,39.732,33.919
Bulgaria,2008,87.665,7.848,57.867,42.511,33.921
Bulgaria,2009,73.793,9.584,52.825,40.884,24.264
Bulgaria,2010,80.047,13.965,47.892,40.615,26.723
Bulgaria,2011,94.144,7.922,45.733,43.186,30.594
Bulgaria,2012,80.428,8.713,47.573,41.533,28.512
Bulgaria,2013,69.126,11.0,44.215,37.061,27.544
Bulgaria,2014,73.852,12.466,47.712,41.248,27.361
Bulgaria,2015,76.237,15.228,53.301,39.752,30.003
Bulgaria,2016,66.225,10.386,54.21,40.527,31.25
Bulgaria,2017,71.0,7.526,56.917,39.7,32.137
Bulgaria,2018,63.444,13.616,56.656,40.939,30.229
Bulgaria,2019,59.158,7.722,59.417,41.876,28.309
Bulgaria,2020,48.342,7.407,53.383,41.9,29.206
Bulgaria,2021,60.966,12.61,56.078,41.398,33.02
Bulgaria,2022,72.707,9.916,59.941,41.185,27.035
Bulgaria,2023,44.572,8.131,59.203,40.32,25.26
Canada,1965,179.986,349.185,642.818,0.363,216.684
Canada,1966,176.45,387.366,677.262,0.488,237.225
Canada,1967,174.822,396.012,723.106,0.434,251.917
Canada,1968,189.93,402.742,769.793,2.605,280.521
Canada,1969,183.37,445.435,801.545,1.501,313.496
Canada,1970,196.873,467.609,854.8,2.943,346.339
Canada,1971,187.127,480.395,877.85,12.108,369.665
Canada,1972,176.578,537.105,924.333,20.461,415.795
Canada,1973,181.858,575.59,1009.633,43.283,442.179
Canada,1974,184.777,622.94,1027.002,41.7,446.98
Canada,1975,179.765,598.702,1013.222,35.668,461.582
Canada,1976,212.829,628.919,1037.889,49.418,465.677
Canada,1977,271.956,650.972,1046.014,74.746,488.442
Canada,1978,223.622,695.644,1079.692,88.536,493.109
Canada,1979,211.747,721.863,1121.585,100.082,500.634
Canada,1980,257.891,742.642,1101.603,107.916,497.491
Canada,1981,263.317,786.603,1043.373,113.691,482.727
Canada,1982,278.245,762.297,947.269,108.782,511.207
Canada,1983,291.115,786.417,890.696,137.932,487.49
Canada,1984,324.271,846.063,899.106,148.147,541.115
Canada,1985,311.691,897.875,903.023,171.729,567.6
Canada,1986,288.883,918.544,923.065,202.221,546.254
Canada,1987,310.484,935.018,952.629,219.229,552.869
Canada,1988,333.419,909.082,1002.798,235.136,608.475
Canada,1989,332.718,858.857,1041.871,225.063,657.781
Canada,1990,315.603,874.332,962.808,205.606,637.604
Canada,1991,305.496,908.612,912.673,239.313,642.011
Canada,1992,311.209,931.968,936.497,227.064,680.554
Canada,1993,276.31,952.783,948.579,264.695,722.082
Canada,1994,292.969,969.465,968.858,303.853,747.529
Canada,1995,306.234,987.811,1016.647,275.705,772.519
Canada,1996,312.526,1048.525,1041.771,261.398,785.582
Canada,1997,326.636,1031.042,1073.684,232.548,801.056
Canada,1998,349.216,978.379,1094.422,201.443,787.573
Canada,1999,335.69,1020.164,1115.552,207.082,841.914
Canada,2000,355.188,1054.936,1109.182,205.134,892.207
Canada,2001,369.123,973.938,1140.463,214.708,840.422
Canada,2002,371.271,1019.475,1183.052,210.068,874.665
Canada,2003,370.357,974.846,1227.187,206.972,897.848
Canada,2004,349.854,975.146,1280.921,248.2,878.198
Canada,2005,348.345,1036.429,1245.67,251.141,875.917
Canada,2006,337.433,1004.107,1256.413,265.624,870.735
Canada,2007,352.77,1039.494,1290.123,251.888,936.564
Canada,2008,335.23,1060.762,1245.212,257.12,925.439
Canada,2009,280.078,1029.638,1214.623,239.755,897.275
Canada,2010,286.985,975.296,1266.489,239.784,915.721
Canada,2011,258.726,1036.492,1268.156,246.025,1005.508
Canada,2012,245.41,1042.668,1285.495,247.861,994.235
Canada,2013,239.337,1067.788,1277.714,268.645,1054.407
Canada,2014,227.599,1036.234,1274.656,276.951,1098.415
Canada,2015,214.41,1029.236,1277.979,261.261,1103.324
Canada,2016,213.621,1031.817,1273.506,258.746,1056.379
Canada,2017,221.605,1050.112,1260.565,256.895,1096.391
Canada,2018,180.959,1020.97,1300.689,253.962,1176.902
Canada,2019,169.154,1006.336,1296.55,254.196,1186.542
Canada,2020,146.178,1015.178,1101.598,245.749,1152.905
Canada,2021,131.237,1000.694,1147.385,230.97,1186.283
Canada,2022,106.977,1036.923,1196.26,216.737,1238.135
Canada,2023,102.974,946.059,1208.833,221.892,1207.272
Chile,1965,13.549,11.692,41.014,0.0,6.178
Chile,1966,13.956,12.325,44.943,0.0,6.451
Chile,1967,13.956,12.582,46.932,0.0,5.718
Chile,1968,13.956,10.542,49.474,0.0,4.887
Chile,1969,13.956,11.899,52.71,0.0,6.432
Chile,1970,14.921,12.736,55.665,0.0,6.422
Chile,1971,14.41,14.22,61.72,0.0,6.549
Chile,1972,11.909,16.944,63.948,0.0,5.963
Chile,1973,12.933,16.544,61.42,0.0,4.682
Chile,1974,12.258,18.818,59.826,0.0,4.878
Chile,1975,9.792,18.889,52.451,0.0,5.533
Chile,1976,9.885,19.513,54.491,0.0,6.041
Chile,1977,10.641,20.607,56.657,0.0,6.217
Chile,1978,10.374,21.441,60.191,0.0,5.806
Chile,1979,11.479,22.024,62.902,0.0,6.872
Chile,1980,12.677,23.274,63.652,0.0,7.038
Chile,1981,12.653,24.099,63.548,0.0,6.93
Chile,1982,8.432,26.359,58.229,0.0,7.175
Chile,1983,10.106,28.426,57.604,0.0,7.742
Chile,1984,13.63,29.496,56.839,0.0,7.918
Chile,1985,13.642,32.734,54.994,0.0,7.908
Chile,1986,12.956,34.981,58.101,0.0,7.234
Chile,1987,13.351,37.917,60.68,0.0,7.018
Chile,1988,18.608,37.134,67.068,0.0,9.863
Chile,1989,25.144,31.176,75.092,0.0,15.386
Chile,1990,30.291,26.44,79.356,0.0,16.52
Chile,1991,24.886,38.842,88.483,0.0,19.456
Chile,1992,21.518,49.5,95.85,0.0,21.762
Chile,1993,21.71,50.911,104.487,0.0,22.534
Chile,1994,25.606,50.226,112.214,0.0,21.734
Chile,1995,27.605,54.449,123.356,0.0,20.827
Chile,1996,38.253,49.895,130.983,0.0,21.167
Chile,1997,49.798,56.015,140.883,0.0,28.799
Chile,1998,46.854,47.126,144.018,0.0,39.771
Chile,1999,48.351,40.147,145.661,0.0,54.328
Chile,2000,37.364,56.422,139.075,0.0,70.141
Chile,2001,29.315,63.691,135.445,0.0,79.502
Chile,2002,29.547,67.679,137.692,0.0,80.177
Chile,2003,28.25,65.551,136.518,0.0,86.739
Chile,2004,32.723,60.426,150.501,0.0,94.15
Chile,2005,32.07,73.233,155.212,0.0,91.078
Chile,2006,40.038,80.283,160.489,0.0,84.284
Chile,2007,47.522,63.155,200.304,0.0,49.681
Chile,2008,50.818,68.189,211.086,0.0,27.651
Chile,2009,46.458,70.319,198.599,0.0,27.949
Chile,2010,52.229,60.395,182.13,0.0,57.398
Chile,2011,66.986,56.58,189.076,0.0,58.365
Chile,2012,78.099,55.283,196.136,0.0,53.008
Chile,2013,87.788,54.255,195.073,0.0,53.126
Chile,2014,88.558,62.431,193.475,0.0,43.989
Chile,2015,85.055,63.612,190.194,0.0,48.243
Chile,2016,86.261,52.713,200.917,0.0,59.163
Chile,2017,89.69,56.754,204.001,0.0,56.146
Chile,2018,86.562,61.822,211.4,0.0,56.367
Chile,2019,87.085,56.516,210.552,0.0,65.131
Chile,2020,73.146,57.045,192.556,0.0,62.354
Chile,2021,81.111,47.289,211.375,0.0,68.229
Chile,2022,66.243,53.154,228.238,0.0,72.657
Chile,2023,48.781,62.421,231.239,0.0,70.145
China,1965,1330.704,65.341,129.063,0.0,11.087
China,1966,1423.512,66.491,165.8,0.0,13.505
China,1967,1265.344,57.317,163.693,0.0,14.715
China,1968,1255.924,67.628,179.035,0.0,14.11
China,1969,1516.61,68.778,240.044,0.0,19.754
China,1970,1929.65,71.077,332.046,0.0,28.926
China,1971,2224.877,85.975,451.578,0.0,37.694
China,1972,2352.924,97.436,519.696,0.0,48.781
China,1973,2383.743,108.897,633.983,0.0,60.27
China,1974,2358.564,123.232,729.073,0.0,75.892
China,1975,2658.211,128.956,804.078,0.0,89.196
China,1976,2723.165,130.681,919.186,0.0,101.794
China,1977,2995.539,136.418,971.042,0.0,122.153
China,1978,3289.196,127.819,1076.637,0.0,138.38
China,1979,3402.705,143.579,1079.299,0.0,146.241
China,1980,3539.019,172.159,972.533,0.0,143.823
China,1981,3520.195,193.722,921.531,0.0,128.402
China,1982,3724.838,220.041,911.753,0.0,120.238
China,1983,3989.004,255.534,930.099,0.0,123.06
China,1984,4338.266,256.71,964.89,0.0,125.278
China,1985,4736.265,273.189,1010.6,0.0,130.317
China,1986,4951.424,279.579,1074.421,0.0,138.682
China,1987,5372.242,295.771,1142.234,0.0,139.993
China,1988,5771.224,322.809,1229.358,0.0,143.722
China,1989,6046.902,350.134,1287.727,0.0,151.674
China,1990,6134.517,374.781,1274.572,0.0,154.183
China,1991,6433.427,368.704,1379.144,0.0,156.118
China,1992,6731.497,386.437,1495.912,0.0,159.142
China,1993,7170.356,449.007,1663.776,4.551,168.969
China,1994,7641.667,495.086,1690.638,41.87,176.971
China,1995,7736.85,563.543,1825.631,36.414,178.795
China,1996,8095.389,555.825,2023.029,40.684,187.362
China,1997,7931.912,579.511,2221.545,40.911,197.985
China,1998,7871.717,588.116,2287.591,40.009,204.163
China,1999,8099.032,581.285,2437.245,42.418,216.631
China,2000,8211.406,657.664,2626.896,47.491,246.957
China,2001,8635.754,815.031,2683.249,49.255,276.458
China,2002,9467.457,840.537,2895.598,70.378,294.136
China,2003,11283.059,822.707,3234.762,120.618,341.747
China,2004,13155.28,1018.791,3777.772,139.558,399.84
China,2005,15405.105,1136.824,3838.487,145.871,469.751
China,2006,16918.381,1239.988,4116.769,149.745,577.838
China,2007,18423.912,1372.143,4313.567,168.582,710.779
China,2008,18715.92,1789.895,4408.092,184.426,819.329
China,2009,19605.02,1719.316,4580.298,187.726,902.24
China,2010,20340.541,1974.5,5214.49,199.071,1088.74
China,2011,22143.604,1898.078,5390.733,230.835,1351.629
China,2012,22422.357,2365.726,5654.299,258.69,1508.776
China,2013,22902.131,2479.073,5907.47,291.608,1718.785
China,2014,22804.703,2870.808,6142.517,346.318,1883.631
China,2015,22329.041,3001.359,6609.896,442.87,1946.895
China,2016,21675.779,3087.34,6823.578,547.629,2094.411
China,2017,21915.443,3100.576,7183.172,633.589,2412.522
China,2018,22352.146,3171.928,7528.741,748.955,2839.26
China,2019,22922.236,3354.375,7891.51,882.026,3083.768
China,2020,23402.553,3471.19,7959.667,922.889,3366.173
China,2021,24315.475,3401.68,8174.094,1023.213,3802.679
China,2022,24397.779,3384.379,8198.392,1045.2,3776.475
China,2023,25538.52,3184.722,9090.51,1083.629,4048.381
Colombia,1965,23.423,10.479,54.82,0.0,8.951
Colombia,1966,23.423,11.642,65.526,0.0,9.336
Colombia,1967,25.702,12.979,65.63,0.0,11.55
Colombia,1968,23.411,14.463,70.64,0.0,11.771
Colombia,1969,24.993,16.08,67.855,0.0,12.854
Colombia,1970,26.086,17.898,76.956,0.0,12.493
Colombia,1971,20.286,18.994,79.728,0.0,13.004
Colombia,1972,21.077,21.039,94.192,0.0,15.885
Colombia,1973,21.465,22.897,86.374,0.0,16.46
Colombia,1974,25.957,25.998,95.579,0.0,17.126
Colombia,1975,26.385,28.778,83.726,0.0,16.142
Colombia,1976,25.806,30.239,88.363,0.0,17.205
Colombia,1977,26.455,30.906,90.425,0.0,19.255
Colombia,1978,26.739,35.695,89.245,0.0,23.851
Colombia,1979,26.972,39.208,90.738,0.0,25.722
Colombia,1980,28.287,42.72,90.631,0.0,28.372
Colombia,1981,28.82,42.182,91.132,0.0,30.635
Colombia,1982,30.008,45.06,90.201,0.0,33.031
Colombia,1983,33.075,45.436,93.802,0.0,36.56
Colombia,1984,34.434,50.683,90.142,0.0,36.306
Colombia,1985,35.515,54.529,92.125,0.0,36.432
Colombia,1986,35.068,63.081,93.894,0.0,37.071
Colombia,1987,44.094,68.743,99.942,0.0,37.636
Colombia,1988,35.175,72.504,104.761,0.0,37.778
Colombia,1989,40.753,79.194,107.604,0.0,36.059
Colombia,1990,18.582,81.305,114.3,0.0,37.419
Colombia,1991,23.369,81.986,114.373,0.0,38.583
Colombia,1992,39.087,65.883,124.484,0.0,37.966
Colombia,1993,40.982,82.371,128.175,0.0,39.417
Colombia,1994,46.909,94.796,134.271,0.0,38.996
Colombia,1995,41.977,94.592,144.16,0.0,41.472
Colombia,1996,32.541,104.345,153.027,0.0,45.103
Colombia,1997,38.541,93.073,152.274,0.0,56.74
Colombia,1998,36.653,91.021,151.263,0.0,65.886
Colombia,1999,29.272,99.652,135.582,0.0,56.909
Colombia,2000,31.438,91.122,132.678,0.0,57.358
Colombia,2001,30.958,92.93,131.995,0.0,59.39
Colombia,2002,25.461,99.147,130.76,0.0,59.987
Colombia,2003,28.225,104.916,130.624,0.0,57.5
Colombia,2004,24.699,110.454,141.366,0.0,61.348
Colombia,2005,15.562,112.306,140.033,0.0,64.463
Colombia,2006,44.33,121.094,149.525,0.0,67.647
Colombia,2007,39.032,125.1,153.089,0.0,71.616
Colombia,2008,51.642,129.715,150.896,0.0,72.751
Colombia,2009,47.501,114.047,151.373,0.0,83.793
Colombia,2010,55.907,112.57,159.78,0.0,87.451
Colombia,2011,45.266,133.595,168.507,0.0,85.15
Colombia,2012,54.56,130.466,180.108,0.0,94.659
Colombia,2013,58.69,120.907,188.608,0.0,104.773
Colombia,2014,62.167,121.21,199.766,0.0,113.841
Colombia,2015,57.78,120.327,179.192,0.0,112.117
Colombia,2016,63.547,125.253,220.749,0.0,120.685
Colombia,2017,48.428,152.566,216.454,0.0,118.305
Colombia,2018,45.463,149.884,219.654,0.0,127.299
Colombia,2019,53.642,143.494,219.412,0.0,128.708
Colombia,2020,47.48,130.887,185.176,0.0,131.227
Colombia,2021,31.459,158.3,238.92,0.0,126.266
Colombia,2022,28.353,167.736,267.203,0.0,125.85
Colombia,2023,43.354,155.43,271.426,0.0,130.544
Croatia,1990,9.403,11.583,54.276,0.0,25.523
Croatia,1991,5.287,16.338,38.496,0.0,23.636
Croatia,1992,4.647,12.86,38.496,0.0,24.5
Croatia,1993,3.95,13.454,40.674,0.0,25.868
Croatia,1994,2.472,16.071,41.962,0.0,24.339
Croatia,1995,2.032,16.804,46.489,0.0,22.495
Croatia,1996,1.664,23.25,44.091,0.0,25.207
Croatia,1997,2.829,17.308,47.088,0.0,26.13
Croatia,1998,2.705,17.805,53.075,0.0,25.118
Croatia,1999,2.399,21.666,52.553,0.0,25.467
Croatia,2000,5.021,19.081,46.749,0.0,25.695
Croatia,2001,5.589,21.094,47.907,0.0,26.925
Croatia,2002,6.794,17.079,50.182,0.0,27.567
Croatia,2003,7.556,15.828,55.534,0.0,27.402
Croatia,2004,8.024,21.977,52.103,0.0,28.418
Croatia,2005,7.951,20.146,53.633,0.0,27.482
Croatia,2006,7.381,18.828,54.472,0.0,27.179
Croatia,2007,8.014,13.289,55.77,0.0,31.23
Croatia,2008,8.247,16.242,52.885,0.0,30.27
Croatia,2009,5.893,20.69,51.65,0.0,27.95
Croatia,2010,7.94,25.33,43.888,0.0,30.614
Croatia,2011,8.173,13.881,41.735,0.0,29.892
Croatia,2012,7.329,13.262,37.4,0.0,28.066
Croatia,2013,7.852,23.498,35.978,0.0,26.538
Croatia,2014,7.521,24.398,37.663,0.0,23.486
Croatia,2015,7.044,17.21,39.127,0.0,24.212
Croatia,2016,7.571,18.343,39.293,0.0,25.244
Croatia,2017,4.563,14.125,42.002,0.0,28.997
Croatia,2018,4.248,20.374,40.695,0.0,26.658
Croatia,2019,4.9,15.357,39.724,0.0,27.981
Croatia,2020,4.201,14.871,34.047,0.0,29.368
Croatia,2021,4.83,18.651,35.995,0.0,28.252
Croatia,2022,4.727,14.234,39.399,0.0,24.805
Croatia,2023,3.907,21.224,40.321,0.0,25.001
Cyprus,2006,0.351,,34.057,0.0,0.0
Cyprus,2007,0.319,,34.647,0.0,0.0
Denmark,1983,65.83,0.099,123.853,0.0,0.146
Denmark,1984,69.386,0.089,122.436,0.0,1.178
Denmark,1985,84.57,0.088,126.177,0.0,6.714
Denmark,1986,85.546,0.085,124.511,0.0,11.968
Denmark,1987,83.971,0.087,114.685,0.0,15.189
Denmark,1988,78.568,0.097,113.998,0.0,18.525
Denmark,1989,64.57,0.068,109.763,0.0,19.745
Denmark,1990,70.834,0.083,107.521,0.0,21.048
Denmark,1991,96.074,0.075,109.087,0.0,24.296
Denmark,1992,80.025,0.082,108.114,0.0,25.546
Denmark,1993,83.944,0.081,113.189,0.0,28.707
Denmark,1994,90.271,0.096,120.418,0.0,32.078
Denmark,1995,75.46,0.09,125.38,0.0,37.144
Denmark,1996,103.723,0.057,136.069,0.0,43.755
Denmark,1997,77.108,0.057,131.279,0.0,45.719
Denmark,1998,65.532,0.081,127.0,0.0,49.298
Denmark,1999,55.053,0.09,126.043,0.0,51.694
Denmark,2000,46.183,0.089,122.535,0.0,51.019
Denmark,2001,48.816,0.081,117.526,0.0,53.315
Denmark,2002,48.874,0.093,113.734,0.0,53.818
Denmark,2003,66.683,0.061,109.988,0.0,54.409
Denmark,2004,51.114,0.076,108.044,0.0,54.15
Denmark,2005,43.052,0.064,109.417,0.0,52.006
Denmark,2006,64.735,0.067,110.466,0.0,52.983
Denmark,2007,54.236,0.08,111.332,0.0,47.49
Denmark,2008,47.659,0.072,109.854,0.0,47.716
Denmark,2009,46.8,0.053,98.637,0.0,45.828
Denmark,2010,45.472,0.057,101.928,0.0,51.84
Denmark,2011,37.835,0.047,97.149,0.0,43.474
Denmark,2012,29.659,0.048,89.822,0.0,40.603
Denmark,2013,37.671,0.037,87.708,0.0,38.298
Denmark,2014,29.858,0.041,87.4,0.0,32.894
Denmark,2015,21.238,0.049,88.928,0.0,33.093
Denmark,2016,24.577,0.052,89.056,0.0,33.653
Denmark,2017,18.369,0.048,88.507,0.0,32.162
Denmark,2018,18.773,0.039,89.401,0.0,31.21
Denmark,2019,10.575,0.045,89.638,0.0,28.978
Denmark,2020,9.31,0.045,76.058,0.0,23.226
Denmark,2021,12.4,0.043,77.009,0.0,23.695
Denmark,2022,12.18,0.039,86.797,0.0,16.93
Denmark,2023,8.091,0.051,87.573,0.0,16.303
Ecuador,1970,,1.198,12.878,0.0,0.698
Ecuador,1971,,1.301,14.232,0.0,0.698
Ecuador,1972,,1.316,14.632,0.0,1.012
Ecuador,1973,,1.286,16.284,0.0,0.581
Ecuador,1974,,1.478,18.546,0.0,1.163
Ecuador,1975,,1.857,18.148,0.0,1.454
Ecuador,1976,,1.789,20.51,0.0,1.326
Ecuador,1977,,1.65,25.594,0.0,0.849
Ecuador,1978,,2.339,26.173,0.0,0.872
Ecuador,1979,,2.097,27.874,0.0,0.628
Ecuador,1980,,2.578,35.751,0.0,0.488
Ecuador,1981,,2.303,39.961,0.0,0.791
Ecuador,1982,,2.647,43.642,0.0,1.023
Ecuador,1983,,5.089,39.982,0.0,1.268
Ecuador,1984,,9.56,40.185,0.0,1.826
Ecuador,1985,,9.696,49.412,0.0,1.861
Ecuador,1986,,11.863,50.193,0.0,1.849
Ecuador,1987,,13.513,50.631,0.0,1.721
Ecuador,1988,,14.27,59.789,0.0,2.012
Ecuador,1989,,14.649,62.205,0.0,1.593
Ecuador,1990,0.003,14.746,63.617,0.0,2.617
Ecuador,1991,0.006,15.009,71.213,0.0,3.21
Ecuador,1992,0.005,14.707,71.046,0.0,3.222
Ecuador,1993,0.001,17.181,71.34,0.0,3.71
Ecuador,1994,0.004,19.413,77.556,0.0,3.349
Ecuador,1995,0.004,15.26,76.321,0.0,3.233
Ecuador,1996,0.005,18.757,85.72,0.0,3.431
Ecuador,1997,0.006,19.321,97.765,0.0,3.128
Ecuador,1998,0.009,19.238,98.41,0.0,3.187
Ecuador,1999,0.012,21.222,85.997,0.0,3.001
Ecuador,2000,0.016,22.506,78.338,0.0,3.268
Ecuador,2001,0.021,20.772,81.364,0.0,3.326
Ecuador,2002,0.022,21.962,80.801,0.0,1.324
Ecuador,2003,0.882,20.824,82.591,0.0,2.311
Ecuador,2004,0.021,21.358,87.288,0.0,5.379
Ecuador,2005,0.025,19.708,95.141,0.0,5.523
Ecuador,2006,0.063,20.286,100.837,0.0,6.034
Ecuador,2007,0.025,25.555,102.503,0.0,5.468
Ecuador,2008,0.29,31.735,105.6,0.0,4.988
Ecuador,2009,0.069,25.764,107.393,0.0,5.879
Ecuador,2010,0.116,23.971,124.127,0.0,6.189
Ecuador,2011,0.109,30.712,127.295,0.0,5.608
Ecuador,2012,0.131,33.555,131.774,0.0,7.49
Ecuador,2013,0.146,30.085,139.626,0.0,8.512
Ecuador,2014,0.139,31.041,147.068,0.0,8.726
Ecuador,2015,0.15,35.268,142.66,0.0,8.21
Ecuador,2016,0.088,42.388,134.041,0.0,8.863
Ecuador,2017,0.095,53.462,130.874,0.0,8.686
Ecuador,2018,0.324,54.708,141.7,0.0,7.763
Ecuador,2019,0.1,64.953,137.313,0.0,6.922
Ecuador,2020,0.281,63.906,110.832,0.0,5.904
Ecuador,2021,0.55,66.92,137.084,0.0,6.238
Ecuador,2022,0.8,64.227,150.591,0.0,5.368
Ecuador,2023,0.688,65.847,160.782,0.0,4.942
Egypt,1965,4.687,5.123,81.394,0.0,0.472
Egypt,1966,3.187,5.397,87.34,0.0,0.539
Egypt,1967,4.908,5.815,71.323,0.0,0.539
Egypt,1968,5.106,8.873,74.6,0.0,0.539
Egypt,1969,5.513,11.801,55.379,0.0,0.683
Egypt,1970,5.082,13.865,71.666,0.0,0.818
Egypt,1971,4.171,14.924,74.078,0.0,0.818
Egypt,1972,3.691,15.264,84.652,0.0,0.683
Egypt,1973,3.215,15.237,79.572,0.0,0.549
Egypt,1974,5.613,18.086,87.76,0.0,0.577
Egypt,1975,6.708,20.086,97.013,0.0,0.481
Egypt,1976,6.562,23.666,114.739,0.0,3.658
Egypt,1977,7.484,26.724,122.636,0.0,4.427
Egypt,1978,7.169,29.364,126.698,0.0,7.122
Egypt,1979,7.952,28.41,138.939,0.0,10.78
Egypt,1980,6.402,28.985,155.293,0.0,20.983
Egypt,1981,8.251,30.2,179.159,0.0,23.485
Egypt,1982,8.527,31.024,203.749,0.0,25.699
Egypt,1983,8.088,29.024,223.574,0.0,30.126
Egypt,1984,8.201,28.475,241.743,0.0,38.692
Egypt,1985,8.66,27.051,245.688,0.0,47.451
Egypt,1986,8.707,26.53,246.41,0.0,54.67
Egypt,1987,9.211,26.523,260.452,0.0,60.445
Egypt,1988,10.069,26.107,259.096,0.0,66.605
Egypt,1989,10.305,28.053,268.613,0.0,74.497
Egypt,1990,8.828,29.431,275.39,0.0,77.674
Egypt,1991,9.087,29.322,270.63,0.0,87.395
Egypt,1992,9.308,28.978,259.822,0.0,94.518
Egypt,1993,11.212,29.843,243.191,0.0,108.666
Egypt,1994,12.067,31.723,253.938,0.0,115.5
Egypt,1995,8.074,33.095,275.377,0.0,121.275
Egypt,1996,11.097,33.958,291.096,0.0,125.125
Egypt,1997,9.392,34.807,307.326,0.0,128.975
Egypt,1998,9.24,35.793,323.412,0.0,131.863
Egypt,1999,8.399,39.743,330.861,0.0,157.85
Egypt,2000,10.111,41.924,323.759,0.0,192.5
Egypt,2001,8.895,42.344,305.734,0.0,235.812
Egypt,2002,9.542,40.848,304.168,0.0,255.062
Egypt,2003,9.894,37.525,311.878,0.0,285.862
Egypt,2004,10.113,36.976,328.398,0.0,305.112
Egypt,2005,9.894,36.205,347.704,0.0,304.15
Egypt,2006,9.9,36.377,337.331,0.0,351.312
Egypt,2007,8.999,40.202,364.287,0.0,369.215
Egypt,2008,8.098,42.421,385.617,0.0,393.085
Egypt,2009,7.198,38.463,403.661,0.0,409.447
Egypt,2010,5.396,35.956,415.594,0.0,434.184
Egypt,2011,5.126,35.835,418.222,0.0,477.592
Egypt,2012,4.542,35.721,428.225,0.0,506.371
Egypt,2013,4.487,36.075,433.327,0.0,495.014
Egypt,2014,4.524,36.809,455.288,0.0,462.187
Egypt,2015,9.319,36.849,464.537,0.0,460.188
Egypt,2016,14.17,35.33,480.178,0.0,493.541
Egypt,2017,13.952,34.033,456.216,0.0,559.328
Egypt,2018,25.389,34.192,406.445,0.0,595.953
Egypt,2019,22.941,37.113,383.614,0.0,590.387
Egypt,2020,8.733,39.141,332.68,0.0,583.079
Egypt,2021,14.114,36.45,359.567,0.0,621.248
Egypt,2022,12.244,34.641,425.229,0.0,605.909
Egypt,2023,13.924,35.912,414.959,0.0,600.444
Estonia,1985,67.52,0.0,40.446,0.0,10.486
Estonia,1986,68.342,0.0,40.011,0.0,9.53
Estonia,1987,68.931,0.0,40.41,0.0,10.325
Estonia,1988,65.754,0.0,40.758,0.0,11.12
Estonia,1989,68.071,0.0,42.034,0.0,11.12
Estonia,1990,72.027,0.0,41.343,0.0,14.215
Estonia,1991,66.055,0.0,36.421,0.0,14.274
Estonia,1992,53.371,0.0,19.574,0.0,8.345
Estonia,1993,42.678,0.0,20.748,0.0,4.136
Estonia,1994,43.683,0.0,18.915,0.0,5.941
Estonia,1995,40.508,0.0,14.864,0.0,6.774
Estonia,1996,42.438,0.0,16.087,0.0,7.471
Estonia,1997,41.946,0.0,15.797,0.0,7.26
Estonia,1998,35.546,0.0,15.86,0.0,6.89
Estonia,1999,32.172,0.012,14.815,0.0,6.698
Estonia,2000,34.278,0.015,13.329,0.0,7.699
Estonia,2001,34.074,0.022,15.417,0.0,8.262
Estonia,2002,33.309,0.016,17.263,0.0,6.928
Estonia,2003,38.566,0.037,16.203,0.0,7.909
